id_codedep_codecom;Commune;Code departement
91511;PUSSAY;91
95078;BOISSY-L'AILLERIE;95
06103;ROQUEBILLIERE;06
07131;LANAS;07
08385;SAINT-LAURENT;08
17230;MESCHERS-SUR-GIRONDE;17
22325;SAINT-QUAY-PORTRIEUX;22
25495;ROCHE LEZ BEAUPRE;25
26357;TULETTE;26
28213;LORMAYE;28
31584;VILLEMUR SUR TARN;31
33029;LE BARP;33
34217;PRADES-LE-LEZ;34
35059;LA CHAPELLE DES FOUGERETZ;35
38397;SAINT-ISMIER;38
42092;L ETRAT;42
42123;LORETTE;42
42237;SAINT-JEAN-BONNEFONDS;42
43213;SAINT-PAL-DE-MONS;43
45252;PITHIVIERS;45
46042;CAHORS;46
52353;NOGENT;52
53216;ST FRAIMBAULT DE PRIERES;53
59034;AVELIN;59
59660;WILLEMS;59
60143;CHAUMONT-EN-VEXIN;60
65168;ESQUIEZE-SERE;65
66124;FONT-ROMEU ODEILLO-VIA;66
70447;RIOZ;70
77037;BOIS LE ROI;77
77111;CHESSY;77
77318;MORTCERF;77
77378;PRINGY;77
77393;ROZAY-EN-BRIE;77
80533;MERS-LES-BAINS;80
82037;CAUSSADE;82
84056;JONQUIERES;84
88114;CONTREXEVILLE;88
91661;VILLEBON SUR YVETTE;91
95604;SURVILLIERS;95
27275;GAILLON;27
27681;VERNON;27
2A198;OTA;2A
36044;CHATEAUROUX;36
54451;REHON;54
80039;AULT;80
10297;PONTSAINTE MARIE;10
17109;CLAVETTE;17
19243;SAINT-SORNIN-LAVOLPS;19
29105;LANDIVISIAU;29
33019;AUDENGE;33
39441;PREMANON;39
42223;SAINT GENEST LERPT;42
42301;SOLEYMIEUX;42
44114;ORVAULT;44
45298;SAINT-PRYVE-SAINT-MESMIN;45
50165;DONVILLE-LES-BAINS;50
50403;PIROU;50
58088;COULANGES LES NEVERS;58
69200;SAINT-FORGEUX;69
77431;SAINT-PIERRE-LES-NEMOURS;77
77517;VILLEVAUDE;77
83124;SEILLANS;83
88132;DEYVILLERS;88
91330;LARDY;91
91461;OLLAINVILLE;91
05023;BRIANCON;05
05064;LA CHAPELLE-EN-VALGAUDEMAR;05
06066;GILETTE;06
13073;PEYPIN;13
17369;SAINT-MARTIN-DE-RE;17
33554;YVRAC;33
34123;JUVIGNAC;34
34165;MONTBAZIN;34
35001;ACIGNE;35
44126;LA PLAINE-SUR-MER;44
49035;BOUCHEMAINE;49
49283;SAINT-GEORGES-SUR-LOIRE;49
60635;THIVERNY;60
64547;USTARITZ;64
74143;LES HOUCHES;74
78089;BONNIERES-SUR-SEINE;78
83012;BARJOLS;83
91494;LE PLESSIS PATE;91
04139;NOYERS-SUR-JABRON;04
07201;RUOMS;07
16028;BARBEZIEUX SAINT HILAIRE;16
18197;SAINT-AMAND-MONTROND;18
25578;VALDAHON;25
27119;BUEIL;27
2A035;BELVEDERE-CAMPOMORO;2A
33108;CASTILLON-LA-BATAILLE;33
45315;SULLY-SUR-LOIRE;45
49090;CHEFFES;49
59527;SAINT-ANDRE;59
63430;THIERS;63
69168;ROCHETAILLEE-SUR-SAONE;69
69233;SAINT-ROMAIN-AU-MONT-D OR;69
76599;SAINT-LEGER-DU-BOURG-DENIS;76
80524;MEHARICOURT;80
84106;SAINTE-CECILE-LES-VIGNES;84
95641;VEMARS;95
974415;SAINT-PAUL;974
01153;ECHENEVEX;01
01210;LELEX;01
17299;ROCHEFORT;17
18015;AUBIGNY-SUR-NERE;18
30011;LES ANGLES;30
30166;MEYNES;30
33506;SAUVETERRE-DE-GUYENNE;33
34288;SAINT-SERIES;34
35204;NOUVOITOU;35
35256;SAINT-BRIAC-SUR-MER;35
44125;PIRIAC-SUR-MER;44
47324;VILLEREAL;47
51152;CHIGNY-LES-ROSES;51
69152;PIERRE BENITE;69
77312;MONTIGNY-SUR-LOING;77
77441;SAMOIS SUR SEINE;77
80164;CAMON;80
04079;L ESCALE;04
04151;PIERRERUE;04
05001;ABRIES-RISTOLAS;05
05096;ORCIERES;05
14229;DOZULE;14
26114;DIEULEFIT;26
28279;NOGENT-LE-ROI;28
29254;SAINT-MARTIN-DES-CHAMPS;29
31462;ROUFFIAC TOLOSAN;31
33003;AMBARES-ET-LAGRAVE;33
33058;BLAYE;33
33435;SAINT-MACAIRE;33
35136;JANZE;35
38045;BIVIERS;38
40283;ST-VINCENT-DE-PAUL;40
42093;FARNAY;42
43051;LE CHAMBON SUR LIGNON;43
44088;MAISDON-SUR-SEVRE;44
44120;PELLERIN (LE);44
44186;SAINTE PAZANNE;44
47128;LAFOX;47
48027;MONT LOZERE ET GOULET;48
51172;CORMONTREUIL;51
51474;SAINT BRICE COURCELLES;51
54174;ECROUVES;54
54321;LONGLAVILLE;54
59286;HAUBOURDIN;59
60358;LEVIGNEN;60
60652;VALDAMPIERRE;60
69044;CHARBONNIERES-LES-BAINS;69
70428;PUSEY;70
72223;NOYEN SUR SARTHE;72
76108;BOIS GUILLAUME;76
76276;FORGES-LES-EAUX;76
76540;ROUEN;76
77024;BASSEVELLE;77
77155;DAMPMART;77
77475;TRILPORT;77
78337;LIMETZ-VILLEZ;78
78513;QUEUE-LES-YVELINES (LA);78
78591;SEPTEUIL;78
88273;LONGCHAMP;88
95675;VILLERON;95
05061;GAP;05
62037;ANZIN-SAINT-AUBIN;62
76575;SAINT-ETIENNE-DU-ROUVRAY;76
2A269;SARI-SOLENZARA;2A
33056;BLANQUEFORT;33
35040;BRETEIL;35
37203;ROCHECORBON;37
38423;SAINT-MARTIN-LE-VINOUX;38
54322;LONGUYON;54
56177;PLUVIGNER;56
59636;WAMBRECHIES;59
60338;LACROIX ST OUEN;60
64348;LONS;64
69171;SAIN-BEL;69
70378;NAVENNE;70
78269;GAZERAN;78
78291;GUERVILLE;78
83048;LA CROIX VALMER;83
84137;VAISON-LA-ROMAINE;84
88424;SAINTE-MARGUERITE;88
91617;TIGERY;91
95370;MARINES;95
01192;IZERNORE;01
05139;LE DEVOLUY;05
06035;CASTELLAR;06
14312;GRANDCAMP-MAISY;14
25204;DOUBS;25
30123;GALLARGUES-LE-MONTUEUX;30
30253;SAINT-FLORENT-SUR-AUZONNET;30
31032;AUSSONNE;31
35023;BEDEE;35
35179;MINIAC-MORVAN;35
44130;PONT-SAINT-MARTIN;44
54090;BOUXIERES-AUX-DAMES;54
59569;SIN LE NOBLE;59
70207;ECHENOZ-LA-MELINE;70
72056;CHAMPFLEUR;72
78403;MEZY-SUR-SEINE;78
88408;RUPT-SUR-MOSELLE;88
91198;D   HUISON LONGUEVILLE;91
91293;GUIGNEVILLE;91
95088;BONNEUIL-EN-FRANCE;95
95409;MOISSELLES;95
95426;MONTLIGNON;95
04143;ORAISON;04
17207;LOIX;17
26042;BEAUVALLON;26
30037;BESSEGES;30
33201;HAUX;33
51536;SILLERY;51
65138;CAUTERETS;65
78638;VAUX-SUR-SEINE;78
82155;SAINT ANTONIN NOBLE VAL;82
88369;RAMONCHAMP;88
01435;VERSONNEX;01
13030;CUGES LES PINS;13
19269;TREIGNAC;19
26166;LORIOL SUR DROME;26
2A189;OLMETO;2A
30126;GARRIGUES SAINTE EULALIE;30
31259;LACROIX FALGARDE;31
32107;CONDOM;32
33544;LE VERDON SUR MER;33
34142;LODEVE;34
34244;SAINT-BRES;34
38111;CLAIX;38
44036;CHATEAUBRIANT;44
44151;SAINT-ANDRE-DES-EAUX;44
56010;BAUD;56
65031;ARREAU;65
69094;GREZIEU-LA-VARENNE;69
76312;GOURNAY-EN-BRAY;76
77094;CHARMENTRAY;77
77182;FERTE-GAUCHER (LA);77
78168;COIGNIERES;78
78206;ECQUEVILLY;78
78431;MORAINVILLIERS;78
82190;VERDUN-SUR-GARONNE;82
83115;SAINTE MAXIME;83
91105;BREUILLET;91
19274;USSAC;19
33030;BARSAC;33
33381;ST CAPRAIS DE BORDEAUX;33
34204;PLAISSAN;34
35216;PARTHENAY-DE-BRETAGNE;35
35231;POLIGNE;35
38501;TENCIN;38
38567;CHAMROUSSE;38
39434;POLIGNY;39
42186;RIVE-DE-GIER;42
43112;LANGEAC;43
44003;ANCENIS-SAINT-GEREON;44
50562;SAINT-VAAST-LA-HOUGUE;50
51055;BETHENY;51
54028;AUBOUE;54
59279;HALLUIN;59
59507;RONCHIN;59
60012;ANDEVILLE;60
71176;DIGOIN;71
76384;LILLEBONNE;76
77004;ANDREZEL;77
77332;NANTOUILLET;77
77420;SAINT-MARD;77
77437;SAINT-SOUPPLETS;77
78138;CHANTELOUP-LES-VIGNES;78
81163;MAZAMET;81
91332;LEUDEVILLE;91
95652;VIARMES;95
974410;SAINT-BENOIT;974
60139;CHAMBLY;60
65123;CAMPAN;65
69049;CHASSELAY;69
79081;CHAURAY;79
05004;ANCELLE;05
06036;CASTILLON;06
07296;SAINT-SERNIN;07
13026;CHATEAUNEUF-LES-MARTIGUES;13
13117;VITROLLES;13
22187;PLERIN;22
34225;PUISSERGUIER;34
44043;CLISSON;44
44195;SAVENAY;44
49331;SEGRE-EN-ANJOU BLEU;49
59457;PERENCHIES;59
59560;SECLIN;59
64385;MIOSSENS LANUSSE;64
78120;BULLION;78
78420;MONTFORT-L AMAURY;78
83072;LORGUES;83
88429;SAINT-NABORD;88
91135;CHAMPCUEIL;91
93030;DUGNY;93
02758;VAILLY-SUR-AISNE;02
09265;SAINT-JEAN-DU-FALGA;09
13042;GEMENOS;13
28094;CHAUDON;28
29023;CARANTEC;29
30212;REMOULINS;30
33240;LESPARRE-MEDOC;33
34129;LATTES;34
44101;LA MONTAGNE;44
47106;FUMEL;47
49023;BEAUPREAU-EN-MAUGES;49
51058;BEZANNES;51
62270;DIVION;62
65059;BAGNERES-DE-BIGORRE;65
69112;LENTILLY;69
88468;LE THILLOT;88
91095;BOURAY-SUR-JUINE;91
91634;VAUGRIGNEUSE;91
91648;VERT LE GRAND;91
05119;RISOUL;05
17034;BARZAN;17
56206;SAINT-AVE;56
56233;SAINT-PHILIBERT;56
60086;BORAN SUR OISE;60
76254;ETRETAT;76
77272;MAISON-ROUGE;77
78117;BUC;78
973307;MATOURY;973
34254;SAINT-FELIX-DE-LODEZ;34
36046;LA CHATRE;36
56241;SAUZON;56
60330;LABOISSIERE EN THELLE;60
60665;VENETTE;60
65388;SAINT-LARY-SOULAN;65
72213;MULSANNE;72
73054;BOURG-SAINT-MAURICE;73
77125;CONDE-SAINTE-LIBIAIRE;77
78520;RICHEBOURG;78
83099;PUGET-SUR-ARGENS;83
84133;LA TOUR D AIGUES;84
88304;MIRECOURT;88
11285;PEYRIAC DE MER;11
13043;GIGNAC-LA-NERTHE;13
13054;MARIGNANE;13
17286;LES PORTES-EN-RE;17
27284;GISORS;27
33036;BAZAS;33
35122;LA GOUESNIERE;35
38422;SAINT-MARTIN-D'URIAGE;38
44169;SAINT-JULIEN-DE-CONCELLES;44
59466;PONT-A-MARCQ;59
62445;HESDIGNEUL-LES-BETHUNE;62
64519;SERRES CASTET;64
69032;BULLY;69
69191;SAINT CYR AU MONT D OR;69
70561;VILLERSEXEL;70
72071;MONTVAL-SUR-LOIR;72
73006;AIME LA PLAGNE;73
77344;OISSERY;77
78327;JUZIERS;78
83064;GAREOULT;83
83101;RAMATUELLE;83
84065;LAURIS;84
89418;TONNERRE;89
91333;LEUVILLE-SUR-ORGE;91
94055;ORMESSON-SUR-MARNE;94
95678;VILLIERS-ADAM;95
973311;SAINT LAURENT DU MARONI;973
54521;THIL;54
04242;VILLENEUVE;04
06010;LE BAR-SUR-LOUP;06
06019;BLAUSASC;06
13045;GRAVESON;13
22032;CAULNES;22
2A032;BASTELICACCIA;2A
30206;POULX;30
38239;MOIRANS;38
38553;VILLEFONTAINE;38
39362;MONTMOROT;39
41047;LA CHAUSSEE SAINT VICTOR;41
41295;VINEUIL;41
49355;TREMENTINES;49
50394;PERIERS;50
65384;SAILHAN;65
66136;PERPIGNAN;66
69277;GENAS;69
80001;ABBEVILLE;80
84141;VEDENE;84
01109;COLLONGES;01
01240;MATAFELON-GRANGES;01
22055;BINIC-ETABLES-SUR-MER;22
24138;COULOUNIEIX-CHAMIERS;24
24356;ROUFFIGNAC-ST-CERNIN-DE-REILHA;24
26165;LIVRON SUR DROME;26
34067;CAZILHAC;34
34161;MONTADY;34
38158;EYBENS;38
40019;AUREILHAN;40
54550;VATHIMENIL;54
56165;PLOERMEL;56
58238;SAINT ELOI;58
64304;LAHONCE;64
69031;BRUSSIEU;69
76322;GRAND QUEVILLY (LE);76
76498;PETIT QUEVILLY (LE);76
77044;BOMBON;77
83127;SIGNES;83
88321;NEUFCHATEAU;88
91109;BRIERES-LES-SCELLES;91
91359;MAISSE;91
06065;LA GAUDE;06
06070;GREOLIERES;06
33226;LANGOIRAN;33
42270;SAINT-PAUL-EN-CORNILLON;42
44116;PAIMBOEUF;44
49323;VERRIERES-EN-ANJOU;49
54270;HUSSIGNY GODBRANGE;54
59574;SOMAIN;59
59586;TEMPLEUVE EN PEVELE;59
60068;BETHISY ST PIERRE;60
60559;LA RUE ST PIERRE;60
69287;SAINT-BONNET-DE-MURE;69
76429;MESNIL-ESNARD (LE);76
76476;PORT-JEROME-SUR-SEINE;76
83081;MONTAUROUX;83
91679;VILLIERS-LE-BACLE;91
06025;LE BROC;06
24086;CASTELNAUD-LA-CHAPELLE;24
28007;ANET;28
2A071;CASALABRIVA;2A
33122;CESTAS;33
34143;LOUPIAN;34
34329;VENDRES;34
39392;OFFLANGES;39
42110;L HORME;42
59173;DEULEMONT;59
62065;AVION;62
62587;MONTIGNY EN GOHELLE;62
69067;COURZIEU;69
79124;LES FORGES;79
83036;CAVALAIRE-SUR-MER;83
83140;TOURVES;83
06015;BERRE-LES-ALPES;06
16154;GOND PONTOUVRE;16
17127;COURCON;17
26197;MONTELIER;26
28209;LEVES;28
33032;BASSENS;33
33229;LANTON;33
37115;DESCARTES;37
42039;CHALMAZEL-JEANSAGNIERE;42
43089;ESPALY-SAINT-MARCEL;43
44067;GUEMENE PENFAO;44
45302;SARAN;45
52121;CHAUMONT;52
59526;SAINT-AMAND-LES-EAUX;59
62099;BEAURAINS;62
64371;MAULEON LICHARRE;64
69208;SAINT GERMAIN NUELLES;69
69388;LYON 8EME;69
73157;MODANE;73
76103;BONSECOURS;76
78087;BONNELLES;78
83035;LE CASTELLET;83
83086;LE MUY;83
84035;CAVAILLON;84
91180;COURANCES;91
91275;GOMETZ-LE-CHATEL;91
11199;LAVALETTE;11
28348;ST LUBIN DES JONCHERETS;28
39286;LAVANS-LES-SAINT-CLAUDE;39
51250;FISMES;51
71342;PARAY LE MONIAL;71
77226;HERICY;77
01014;ARBENT;01
03321;YZEURE;03
05161;LA SALLE;05
06016;BEUIL;06
06086;MOULINET;06
06118;SAINT-CEZAIRE-SUR-SIAGNE;06
06141;TOUDON;06
07245;SAINT-JEAN-DE-MUZOLS;07
13001;AIX EN PROVENCE;13
30249;SAINT-DIONISY;30
34332;VIAS;34
35241;LA RICHARDAIS;35
38163;LE HAUT-BREDA;38
39411;PERRIGNY;39
42316;UNIEUX;42
45082;CHATEAUNEUF S LOIRE;45
45173;JARGEAU;45
50267;LESSAY;50
53147;MAYENNE;53
56193;RIANTEC;56
60178;CREVECOEUR LE GRAND;60
60500;LE PLESSIS BELLEVILLE;60
65417;SEMEAC;65
69260;VERNAISON;69
69265;VILLE SUR JARNIOUX;69
72180;MAMERS;72
74040;BONNE;74
77127;COUBERT;77
77349;OTHIS;77
77455;SOIGNOLLES-EN-BRIE;77
91235;FLEURY-MEROGIS;91
01390;SAINT-VULBAS;01
25157;LA CLUSE ET MIJOUX;25
35334;THORIGNE-FOUILLARD;35
38547;VILLARD-BONNOT;38
45030;BEAUNE-LA-ROLANDE;45
47175;MONFLANQUIN;47
51662;WITRY-LES-REIMS;51
66212;TORREILLES;66
69006;AMPLEPUIS;69
73296;TIGNES;73
06130;SAINT-VALLIER-DE-THIEY;06
01187;HAUT-VALROMEY;01
01199;JUJURIEUX;01
30202;PONT ST ESPRIT;30
56263;SAINTE-ANNE-D'AURAY;56
73023;AUSSOIS;73
28173;GASVILLE OISEME;28
29045;DIRINON;29
2A098;COTI-CHIAVARI;2A
30311;SAUVE;30
54300;LANEUVEVILLE-DEVANT-NANCY;54
61001;ALENCON;61
77510;VILLENEUVE-SAINT-DENIS;77
91630;VAL-SAINT-GERMAIN (LE);91
28218;LUCE;28
33366;SAINT-ANDRE-DE-CUBZAC;33
38059;BRIE-ET-ANGONNES;38
38061;LA BUISSE;38
38309;POISAT;38
38565;VOREPPE;38
39333;MOIRANS-EN-MONTAGNE;39
87050;COUZEIX;87
95026;ASNIERES-SUR-OISE;95
06067;GORBIO;06
34063;CAUX;34
44018;BOUAYE;44
83011;BARGEMON;83
06003;ANDON;06
11203;LEZIGNAN-CORBIERES;11
33545;VERTHEUIL;33
66213;TOULOUGES;66
74082;COLLONGES-SOUS-SALEVE;74
05179;VEYNES;05
33099;CARIGNAN-DE-BORDEAUX;33
42026;BRIENNON;42
60172;COYE LA FORET;60
69215;SAINT-JULIEN;69
01079;CHAMPAGNE-EN-VALROMEY;01
05166;SERRES;05
28089;CHATEAUNEUF EN THYMERAIS;28
28227;MAINTENON;28
34240;SAINT-AUNES;34
60695;VINEUIL ST FIRMIN;60
74185;MONNETIER-MORNEX;74
74298;VETRAZ-MONTHOUX;74
78152;CHAVENAY;78
78486;PERRAY-EN-YVELINES (LE);78
73031;BASSENS;73
11024;BAGES;11
33293;MONTUSSAN;33
35362;LE TRONCHET;35
71120;CHAUFFAILLES;71
06013;BELVEDERE;06
06152;VALBONNE;06
07078;DAVEZIEUX;07
11206;LIMOUX;11
2B020;AREGNO;2B
34270;SAINT-JEAN-DE-VEDAS;34
34282;SAINT PAUL ET VALMALLE;34
41276;VILLEBAROU;41
47055;CASTELNAUD DE GRATECAMBE;47
73176;MONTVALEZAN;73
78683;VILLIERS-SAINT-FREDERIC;78
45274;SAINT-DENIS-EN-VAL;45
56260;VANNES;56
66017;LE BARCARES;66
48092;MARVEJOLS;48
01224;LOYETTES;01
06095;PEYMEINADE;06
35265;SAINT-DOMINEUC;35
39500;SALINS LES BAINS;39
45300;SANDILLON;45
60337;LACHELLE;60
25380;METABIEF;25
63241;MONTPEYROUX;63
64422;OLORON SAINTE MARIE;64
33324;PINEUILH;33
37196;RICHELIEU;37
50484;SAINT-HILAIRE-DU-HARCOUET;50
59426;NEUVILLE EN FERRAIN;59
2B134;L'ILE ROUSSE;2B
84069;MALAUCENE;84
06006;ASPREMONT;06
06020;LA BOLLENE-VESUBIE;06
29217;PONT-AVEN;29
73182;MOUXY;73
76497;PETIT-COURONNE (LE);76
77114;CHEVRY-COSSIGNY;77
33492;SAINT-YZAN-DE-SOUDIAC;33
34239;SAINT-ANDRE-DE-SANGONIS;34
35247;ROZ-SUR-COUESNON;35
59014;ANZIN;59
60025;ATTICHY;60
62126;BEUVRY;62
64339;LESTELLE BETHARRAM;64
69294;SEREZIN-DU-RHONE;69
95628;VALMONDOIS;95
11370;SALLES D AUDE;11
64100;BASSUSSARRY;64
09176;LUZENAC;09
11258;MOUSSAN;11
43177;SAINT-DIDIER-EN-VELAY;43
51643;VINAY;51
54261;HERSERANGE;54
64409;MOUMOUR;64
73114;FLUMET;73
73227;COURCHEVEL;73
74305;VILLE-LA-GRAND;74
77436;SAINT-SIMEON;77
83041;CLAVIERS;83
05098;LES ORRES;05
06077;LUCERAM;06
26252;PORTES LES VALENCE;26
64189;CIBOURE;64
65295;LUZ-SAINT-SAUVEUR;65
74069;CHENEX;74
74153;LUCINGES;74
78623;TREMBLAY-SUR-MAULDRE (LE);78
91136;CHAMPLAN;91
01247;MIJOUX;01
24226;LAMOTHE-MONTRAVEL;24
25073;BONNAY;25
2A324;TAVERA;2A
30061;LA CALMETTE;30
38279;NOTRE-DAME-DE-MESAGE;38
44176;SAINT-MALO-DE-GUERSAC;44
69276;FEYZIN;69
74243;SAINT-JULIEN-EN-GENEVOIS;74
77237;JOSSIGNY;77
06074;LANTOSQUE;06
17142;DOMPIERRE-SUR-MER;17
30140;LASALLE;30
31232;GRENADE SUR GARONNE;31
34014;ASSAS;34
2B185;OLETTA;2B
33284;MIOS;33
38052;LE BOURG-D'OISANS;38
59090;BONDUES;59
91315;ITTEVILLE;91
11310;RENNES LES BAINS;11
25222;ETALANS;25
26290;SAINT-AGNAN-EN-VERCORS;26
38442;SAINT-PIERRE-DE-CHARTREUSE;38
64463;REBENACQ;64
65199;GERM;65
66002;ALENYA;66
77163;DOUY-LA-RAMEE;77
78133;CHAMBOURCY;78
95523;LA ROCHE-GUYON;95
02201;COEUVRES ET VALSERY;02
25381;MISEREY SALINES;25
30020;AUBORD;30
31205;GAGNAC SUR GARONNE;31
45203;MEUNG-SUR-LOIRE;45
62413;HARNES;62
69076;DOMMARTIN;69
69284;MONTANAY;69
84036;CHATEAUNEUF-DE-GADAGNE;84
17291;PUILBOREAU;17
18141;MEHUN-SUR-YEVRE;18
25539;SELONCOURT;25
27562;ST MARCEL;27
30276;SAINT-LAURENT-D AIGOUZE;30
31446;RAMONVILLE ST AGNE;31
37003;AMBOISE;37
38128;CORPS;38
54152;DAMELEVIERES;54
54167;DOMMARTIN-LES-TOUL;54
59386;MARQUETTE-LEZ-LILLE;59
60439;MOUY;60
73329;VOGLANS;73
74213;POISY;74
77139;COURTRY;77
80627;PLACHY-BUYON;80
85038;BROUZILS (LES);85
85190;ROCHESERVIERE;85
05110;PUY SAINT VINCENT;05
06060;FALICON;06
25304;HERIMONCOURT;25
34126;LAMALOU-LES-BAINS;34
49194;MAZE-MILON;49
60432;MORTEFONTAINE;60
62215;CARVIN;62
69111;LEGNY;69
69122;LUCENAY;69
73010;ENTRELACS;73
73132;HAUTELUCE;73
73300;TRESSERVE;73
91546;SAINT-CYR-SOUS-DOURDAN;91
64417;NAY;64
77146;CROISSY-BEAUBOURG;77
77339;NOISY-SUR-ECOLE;77
78189;CRESPIERES;78
83138;TOURRETTES;83
86100;FONTAINE-LE-COMTE;86
07346;VIVIERS;07
25403;MONTLEBON;25
34215;POUZOLS;34
44066;GRANDCHAMP-DES-FONTAINES;44
64256;HASPARREN;64
65017;ARAGNOUET;65
66059;CORNEILLA DEL VERCOL;66
77175;EVRY-GREGY-SUR-YERRE;77
974408;LA POSSESSION;974
04230;VALENSOLE;04
05040;CHORGES;05
05132;SAINT-BONNET-EN-CHAMPSAUR;05
22343;TREBEURDEN;22
25197;DELUZ;25
26220;NYONS;26
26338;SAUZET;26
29188;PLOUGASNOU;29
2A090;COGGIA;2A
31157;CUGNAUX;31
33534;LE TOURNE;33
43041;BRIVES-CHARENSAC;43
45089;CHECY;45
49214;MONTREUIL-JUIGNE;49
56040;CLEGUER;56
59168;CYSOING;59
62528;LOOS EN GOHELLE;62
64132;BIZANOS;64
64204;EAUX BONNES;64
64320;LARUNS;64
64430;ORTHEZ;64
66164;RIVESALTES;66
69141;MORNANT;69
69189;SAINTE-COLOMBE;69
72154;LA FLECHE;72
74080;LA CLUSAZ;74
74183;MIEUSSY;74
74294;VERCHAIX;74
76681;SOTTEVILLE-LES-ROUEN;76
77474;TRILBARDOU;77
81271;SAINT-SULPICE-LA-POINTE;81
82075;GRISOLLES;82
83073;LE LUC;83
84083;MORNAS;84
84132;LE THOR;84
84150;VISAN;84
89102;CHEVANNES;89
89438;VENOY;89
13087;ROUSSET;13
2A254;QUENZA;2A
30258;ST GILLES;30
31035;AUZEVILLE-TOLOSANE;31
40313;TARTAS;40
51507;SAINTE MENEHOULD;51
62040;ARQUES;62
73317;VILLARD SUR DORON;73
76231;ELBEUF;76
83031;LE CANNET DES MAURES;83
84008;BARROUX (LE);84
85109;HERBIERS (LES);85
91581;SAINT-YON;91
64129;BILLERE;64
64405;MORLAAS;64
73179;LA MOTTE SERVOLEX;73
73243;SAINT-JEAN-D ARVEY;73
74284;LA TOUR;74
88319;MOYENMOUTIER;88
91132;CHAMARANDE;91
27056;BERNAY;27
35188;MONTFORT-SUR-MEU;35
54150;CUSTINES;54
91639;VAYRES-SUR-ESSONNE;91
10268;NOGENT SUR SEINE;10
13035;EYGUIERES;13
25413;MOUTHE;25
28015;AUNEAU-BLEURY-SAINT-SYMPHORIEN;28
28358;ST PREST;28
35068;CHATEAUBOURG;35
35297;SAINT-MEEN-LE-GRAND;35
52269;LANGRES;52
59456;PECQUENCOURT;59
64284;JURANCON;64
83106;ROCBARON;83
01401;SERGY;01
07240;SAINT-GEORGES-LES-BAINS;07
09032;AX-LES-THERMES;09
19202;SAINTE FEREOLE;19
34246;ENTRE-VIGNES;34
35299;SAINT-MELOIR-DES-ONDES;35
54584;VILLEY-SAINT-ETIENNE;54
59222;FAUMONT;59
60277;GOINCOURT;60
61483;BAGNOLES DE L'ORNE NORMANDIE;61
72013;AUBIGNE RACAN;72
73206;PRALOGNAN-LA-VANOISE;73
77209;GOUVERNES;77
09194;MIREPOIX;09
17218;MARANS;17
19123;MALEMORT;19
22194;PLESTIN-LES-GREVES;22
25035;LES AUXONS;25
28084;CHARTAINVILLIERS;28
2B087;CERVIONE;2B
31202;FRONTON;31
31351;MONDONVILLE;31
35208;ORGERES;35
50074;BRECEY;50
54253;HATRIZE;54
62473;ISBERGUES;62
74280;THONES;74
76165;CAUDEBEC-LES-ELBEUF;76
76705;TOURVILLE-LA-RIVIERE;76
77292;MESSY;77
78451;NEZEL;78
89370;ST VALERIEN;89
974409;SAINT-ANDRE;974
04197;SAINTE-TULLE;04
05093;NEVACHE;05
06102;RIMPLAS;06
22081;HILLION;22
25031;AUDINCOURT;25
27051;BEAUMONT LE ROGER;27
28172;GAS;28
30073;CASTILLON-DU-GARD;30
30356;RODILHAN;30
33490;SAINT-VIVIEN-DE-MEDOC;33
38030;BEAUCROISSANT;38
38040;BESSE;38
39154;CLAIRVAUX-LES-LACS;39
50033;BAUBIGNY;50
51065;BLACY;51
54137;CONS-LA-GRANDVILLE;54
56101;LANGUIDIC;56
61169;FLERS;61
69201;SAINTE-FOY-L ARGENTIERE;69
69207;SAINT-GERMAIN-AU-MONT-D OR;69
69238;SAINT SYMPHORIEN SUR COISE;69
69296;SOLAIZE;69
71221;GIVRY;71
73024;LES AVANCHERS VALMOREL;73
74087;CONTAMINE-SUR-ARVE;74
76305;GONFREVILLE L ORCHER;76
77107;CHAUMES-EN-BRIE;77
83004;LES ARCS;83
84039;COURTHEZON;84
85215;SAINT-FULGENT;85
89239;MALAY LE GRAND;89
04178;SAINT-ETIENNE-LES-ORGUES;04
07279;SAINT-MONTAN;07
22360;TREGUEUX;22
26271;LA ROCHE DE GLUN;26
30083;CODOGNAN;30
31488;ST JEAN;31
43262;VIEILLE-BRIOUDE;43
44183;SAINT MOLF;44
59603;TRITH-ST-LEGER;59
62744;SAINTE-CATHERINE;62
64335;LESCAR;64
69024;VAL D'OINGT;69
69154;POLLIONNAY;69
69235;SAINT ROMAIN EN GAL;69
74108;DUINGT;74
74241;SAINT-JEOIRE;74
77369;POINCY;77
77433;BEAUTHEIL-SAINTS;77
83001;LES ADRETS DE L ESTEREL;83
83083;MONTFORT SUR ARGENS;83
83104;RIANS;83
84004;AUBIGNAN;84
84118;SAINT-SATURNIN LES APT;84
84144;VIENS;84
85152;LES ACHARDS;85
91376;MAROLLES-EN-HUREPOIX;91
01142;DAGNEUX;01
03310;VICHY;03
04244;VOLONNE;04
29031;CLOHARS CARNOET;29
30006;AIMARGUES;30
31429;POMPERTUZAT;31
32096;CAZAUBON;32
34180;NEBIAN;34
44084;LOROUX-BOTTEREAU (LE);44
44144;RIAILLE;44
44189;SAINTE-REINE-DE-BRETAGNE;44
45248;PATAY;45
54580;VILLERUPT;54
59352;LINSELLES;59
60666;VER SUR LAUNETTE;60
64237;GELOS;64
64269;IDRON;64
64410;MOURENX;64
